"test_ligand","auroc","aupr","aupr_corrected","pearson","rank","receiver"
"Tspan5",0.500233106254627,0.0214013716372523,0.00373425726593295,0.00402041557130088,376,"Gstm1_CD63"
"Sema6d",0.475680375036615,0.0213872351516908,0.00372012078037149,-0.00283032335110931,377,"Gstm1_CD63"
"Pdgfa",0.521285553316753,0.0213781391985569,0.00371102482723756,0.00911422311525988,378,"Gstm1_CD63"
"Ptdss1",0.488368059399657,0.021351373425531,0.00368425905421165,-0.000391228183348834,379,"Gstm1_CD63"
"Slit2",0.492331480784413,0.0213507837797774,0.00368366940845807,-0.000460395481893314,380,"Gstm1_CD63"
"Cd274",0.531199642283385,0.021233867974457,0.00356675360313767,-0.00599682827948214,381,"Gstm1_CD63"
"Clec11a",0.49595508368453,0.0212036301929724,0.00353651582165303,0.00495534726235647,382,"Gstm1_CD63"
"Tnfsf12",0.514341262636315,0.0211832408448896,0.00351612647357022,0.00673447314257547,383,"Gstm1_CD63"
"Esam",0.518057739004644,0.0210819816765587,0.00341486730523936,0.0100892607131007,384,"Gstm1_CD63"
"Serpine2",0.508087372406593,0.0209262113457798,0.00325909697446044,0.00456219069989867,385,"Gstm1_CD63"
"Bace1",0.481968093350741,0.0209068600091435,0.0032397456378241,-0.00345676434043959,386,"Gstm1_CD63"
"Itgal",0.506903081922998,0.0207948685973034,0.00312775422598407,-0.0104089311334717,387,"Gstm1_CD63"
"Mif",0.515926262156586,0.0205826332164324,0.00291551884511309,0.0056030773404538,388,"Gstm1_CD63"
"Abca1",0.513088393399708,0.0205675000897832,0.00290038571846386,-0.00903480976283325,389,"Gstm1_CD63"
"Alcam",0.487587245705066,0.0204063611974533,0.00273924682613396,0.000165842675813477,390,"Gstm1_CD63"
"Spon1",0.502688717657278,0.0203881631287292,0.00272104875740986,0.00209338588809743,391,"Gstm1_CD63"
"Pam",0.48148988724792,0.0203638165095432,0.00269670213822383,-0.00374385168632801,392,"Gstm1_CD63"
"Icam2",0.478338032361789,0.0203556649812274,0.00268855060990801,-0.0052238696323584,393,"Gstm1_CD63"
"Rarres2",0.505483532488497,0.0202379434918519,0.0025708291205325,0.00730150372008116,394,"Gstm1_CD63"
"Pdgfc",0.49173241616171,0.02009695536889,0.00242984099757062,0.00717163304404576,395,"Gstm1_CD63"
"Enho",0.491168409735595,0.0196789338332307,0.00201181946191133,0.00536659914331942,396,"Gstm1_CD63"
"Igf1",0.509607483510346,0.0194189246864645,0.00175181031514511,0.00078355111157065,397,"Gstm1_CD63"
"Chl1",0.473070384557659,0.019338402991186,0.0016712886198666,-0.00805341683700826,398,"Gstm1_CD63"
"Ltf",0.504845411804646,0.0192612284587535,0.00159411408743418,-0.0122863560879468,399,"Gstm1_CD63"
"Ltbp3",0.421062780004277,0.0179540178094011,0.00028690343808176,-0.02365668966544,400,"Gstm1_CD63"
"Cd6",0.438084764568835,0.0164532338581475,-0.00121388051317183,-0.0249522905407929,401,"Gstm1_CD63"
"Cklf",0.390369021347362,0.0142058237557528,-0.0034612906155666,-0.0428064983935733,402,"Gstm1_CD63"
